"Downloaded on",03/04/2025,"18:45:05 EST"
"Search URL",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22chamber%22%3A%22Senate%22%2C%22type%22%3A%22bills%22%2C%22party%22%3A%5B%22Republican%22%2C%22Independent%22%5D%2C%22congress%22%3A%5B%22113%22%5D%7D

,"Resize row height to view Amendment Text (Latest) as Excel may have collapsed cells with large texts."

"Legislation Number",URL,Congress,Title,Sponsor,"Party of Sponsor","Date of Introduction",Committees,"Latest Action","Latest Action Date",Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,"Number of Cosponsors",Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,"Number of Related Bills","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill Relationships Identified by","Related Bill Relationships Identified by","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Latest Summary","Amends Bill","Date Offered","Date Submitted","Date Proposed","Amendment Text (Latest)","Amends Amendment"
"S. 604",https://www.congress.gov/bill/113th-congress/senate-bill/604,"113th Congress (2013-2014)","A bill to recognize Jerusalem as the capital of Israel, to relocate to Jerusalem the United States Embassy in Israel, and for other purposes.","Heller, Dean [Sen.-R-NV] (Introduced 03/19/2013)",Republican,03/19/2013,"Senate - Foreign Relations","Read twice and referred to the Committee on Foreign Relations.",03/19/2013,"Inhofe, James M. [Sen.-R-OK]","Cornyn, John [Sen.-R-TX]","Kirk, Mark Steven [Sen.-R-IL]","Boozman, John [Sen.-R-AR]","Toomey, Patrick [Sen.-R-PA]","Cruz, Ted [Sen.-R-TX]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Appropriations,"Congressional oversight","Department of State","Diplomacy, foreign officials, Americans abroad","Government buildings, facilities, and property","Government information and archives","International Affairs",Israel,"Middle East","Presidents and presidential powers, Vice Presidents","Sovereignty, recognition, national governance and status",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,H.R.104,H.R.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"02/25/2013 Referred to the Subcommittee on Middle East and North Africa.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Jerusalem Embassy and Recognition Act of 2013 - States that it is U.S. policy to recognize Jerusalem as the undivided capital of Israel.</p> <p> Amends the Jerusalem Embassy Act of 1995 to eliminate the President's authority to waive certain funding limitations for Department of State acquisition and maintenance of buildings abroad until the U.S. Embassy in Jerusalem has officially opened.</p> <p>Requires any official U.S. document which lists countries and their capital cities to identify Jerusalem as Israel's capital.</p> <p>Limits appropriations that may be obligated in FY2013 for Department acquisition and maintenance of buildings abroad until the U.S. Embassy in Jerusalem has officially opened.</p> <p>States that for each of FY2014-FY2015, of funds authorized to be appropriated for Department acquisition and maintenance of buildings abroad, necessary sums should be made available until expended only for construction and other costs associated with the establishment in Jerusalem of the U.S. Embassy in Israel.</p>",,,,,,
"S. 603",https://www.congress.gov/bill/113th-congress/senate-bill/603,"113th Congress (2013-2014)","A bill to repeal the annual fee on health insurance providers enacted by the Patient Protection and Affordable Care Act.","Barrasso, John [Sen.-R-WY] (Introduced 03/19/2013)",Republican,03/19/2013,"Senate - Finance","Read twice and referred to the Committee on Finance.",03/19/2013,"Hatch, Orrin G. [Sen.-R-UT]","Coats, Daniel [Sen.-R-IN]","Inhofe, James M. [Sen.-R-OK]","Crapo, Mike [Sen.-R-ID]","Burr, Richard [Sen.-R-NC]","Isakson, Johnny [Sen.-R-GA]","Wicker, Roger F. [Sen.-R-MS]","Johanns, Mike [Sen.-R-NE]","Ayotte, Kelly [Sen.-R-NH]","Risch, James E. [Sen.-R-ID]","Chambliss, Saxby [Sen.-R-GA]","Collins, Susan M. [Sen.-R-ME]","Alexander, Lamar [Sen.-R-TN]","Enzi, Michael B. [Sen.-R-WY]","Rubio, Marco [Sen.-R-FL]","Flake, Jeff [Sen.-R-AZ]","Murkowski, Lisa [Sen.-R-AK]","Scott, Tim [Sen.-R-SC]","Moran, Jerry [Sen.-R-KS]","Roberts, Pat [Sen.-R-KS]","Vitter, David [Sen.-R-LA]","Fischer, Deb [Sen.-R-NE]","Sessions, Jeff [Sen.-R-AL]","Blunt, Roy [Sen.-R-MO]","Kirk, Mark Steven [Sen.-R-IL]","McCain, John [Sen.-R-AZ]","Toomey, Patrick [Sen.-R-PA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,"Health care costs and insurance","Insurance industry and regulation",Taxation,"User charges and fees",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,H.R.1005,H.R.1558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"04/23/2013 Referred to the Subcommittee on Health, Employment, Labor, and Pensions.","04/23/2013 Referred to the Subcommittee on Health.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Jobs and Premium Protection Act - Repeals a provision of the Patient Protection and Affordable Care Act that imposes an annual fee on each entity that provides health insurance for any U.S. health risk based on net premium income.</p>",,,,,,
"S. 600",https://www.congress.gov/bill/113th-congress/senate-bill/600,"113th Congress (2013-2014)","A bill to amend the Immigration and Nationality Act to reform and reduce fraud and abuse in certain visa programs for aliens working temporarily in the United States, and for other purposes.","Grassley, Chuck [Sen.-R-IA] (Introduced 03/18/2013)",Republican,03/18/2013,"Senate - Judiciary","Read twice and referred to the Committee on the Judiciary.",03/18/2013,"Brown, Sherrod [Sen.-D-OH]","Sanders, Bernard [Sen.-I-VT]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Administrative remedies","Congressional oversight","Department of Labor","Foreign labor","Fraud offenses and financial crimes","Government information and archives","Government studies and investigations",Immigration,"Visas and passports","Wages and earnings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>H-1B and L-1 Visa Reform Act of 2013 - Amends the the Immigration and Nationality Act to revise employer and government provisions regarding H-1B (specialty occupation) and L-1 (intracompany transfer) nonimmigrant aliens.</p> <p>Amends H-1B employer application requirements to: (1) revise wage determination requirements; (2) require Internet posting and description of employment positions; (3) lengthen U.S. worker displacement protection: (4) apply certain requirements to all H-1B employers rather than only to H-1B dependent employers; (5) prohibit employer advertising that makes a position available only to, or gives priority to, H-1B nonimmigrants; and (6) limit the number of H-1B and L-1 employees that an employer of 50 or more workers in the United States may hire.</p> <p>Revises application review provisions. Authorizes the Department of Labor (DOL) to: (1) investigate applications for fraud, and (2) conduct H-1B compliance audits. </p> <p>Directs DOL to conduct annual audits of companies with large numbers of H-1B workers.</p> <p>Authorizes DOL to initiate H-1B employer application investigations.</p> <p>Increases employer penalties.</p> <p>Revises provisions regarding initiation of employer violation investigations by DOL.</p> <p>Provides for information sharing between DOL and United States Citizenship and Immigration Services regarding employer noncompliance.</p> <p>Authorizes DOL to hire 200 additional employees to administer H-1B programs.</p> <p>Prohibits, with a specified waiver by the Secretary of Homeland Security (DHS), an employer from hiring an L-1 nonimmigrant for more than one year who will: (1) serve in a capacity involving specialized knowledge, and (2) be stationed primarily at the worksite of an employer other than the petitioning employer. </p> <p>Specifies L-1: (1) employer petition requirements for employment at a new office, (2) wage rates and working conditions, and (3) employer penalties.</p> <p>Authorizes the Secretary to initiate an L-1 employer investigation.</p> <p>Requires a report to Congress regarding the L-1 blanket petition process.</p>",,,,,,
"S. 596",https://www.congress.gov/bill/113th-congress/senate-bill/596,"113th Congress (2013-2014)","A bill to establish pilot projects under the Medicare program to provide incentives for home health agencies to furnish remote patient monitoring services that reduce expenditures under such program.","Thune, John [Sen.-R-SD] (Introduced 03/18/2013)",Republican,03/18/2013,"Senate - Finance","Read twice and referred to the Committee on Finance.",03/18/2013,"Franken, Al [Sen.-D-MN]","Enzi, Michael B. [Sen.-R-WY]","Klobuchar, Amy [Sen.-D-MN]","Moran, Jerry [Sen.-R-KS]","Johnson, Tim [Sen.-D-SD]","Collins, Susan M. [Sen.-R-ME]","Warren, Elizabeth [Sen.-D-MA]","Heinrich, Martin [Sen.-D-NM]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Cardiovascular and respiratory health","Digestive and metabolic diseases",Health,"Health information and medical records","Health technology, devices, supplies","Home and outpatient care","Medical tests and diagnostic methods",Medicare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Fostering Independence Through Technology Act of 2013 - Directs the Secretary of Health and Human Services (HHS) to conduct pilot projects under title XVIII (Medicare) of the Social Security Act for the purpose of providing incentives to home health agencies to furnish remote patient monitoring services that reduce expenditures. </p> <p>Directs the Secretary to specify the criteria for identifying Medicare beneficiaries within the scope of the pilot projects.</p> <p>Directs the Secretary to establish for each participating home health agency a performance target using specified methodologies.</p>",,,,,,
"S. 583",https://www.congress.gov/bill/113th-congress/senate-bill/583,"113th Congress (2013-2014)","A bill to implement equal protection under the 14th article of amendment to the Constitution for the right to life of each born and preborn human person.","Paul, Rand [Sen.-R-KY] (Introduced 03/14/2013)",Republican,03/14/2013,,"Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 30.",03/18/2013,"Grassley, Chuck [Sen.-R-IA]","Coats, Daniel [Sen.-R-IN]","Inhofe, James M. [Sen.-R-OK]","Enzi, Michael B. [Sen.-R-WY]","Burr, Richard [Sen.-R-NC]","Coburn, Tom [Sen.-R-OK]","Thune, John [Sen.-R-SD]","Barrasso, John [Sen.-R-WY]","Wicker, Roger F. [Sen.-R-MS]","Johanns, Mike [Sen.-R-NE]","Risch, James E. [Sen.-R-ID]","Boozman, John [Sen.-R-AR]","Hoeven, John [Sen.-R-ND]","Moran, Jerry [Sen.-R-KS]","Fischer, Deb [Sen.-R-NE]","Roberts, Pat [Sen.-R-KS]","Vitter, David [Sen.-R-LA]","Scott, Tim [Sen.-R-SC]","Cochran, Thad [Sen.-R-MS]","Crapo, Mike [Sen.-R-ID]","Graham, Lindsey [Sen.-R-SC]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,Abortion,"Civil Rights and Liberties, Minority Issues","Constitution and constitutional amendments",Genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.1091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"04/08/2013 Referred to the Subcommittee on the Constitution And Civil Justice.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Life at Conception Act of 2013 - Declares that the right to life guaranteed by the Constitution is vested in each human being beginning at the moment of fertilization, cloning, or other moment at which an individual comes into being. Prohibits construing this Act to require the prosecution of any woman for the death of her unborn child.</p>",,,,,,
"S. 582",https://www.congress.gov/bill/113th-congress/senate-bill/582,"113th Congress (2013-2014)","A bill to approve the Keystone XL Pipeline.","Hoeven, John [Sen.-R-ND] (Introduced 03/14/2013)",Republican,03/14/2013,,"Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 29.",03/18/2013,"Baucus, Max [Sen.-D-MT]","Landrieu, Mary L. [Sen.-D-LA]","Roberts, Pat [Sen.-R-KS]","Cornyn, John [Sen.-R-TX]","Murkowski, Lisa [Sen.-R-AK]","Pryor, Mark L. [Sen.-D-AR]","Vitter, David [Sen.-R-LA]","Tester, Jon [Sen.-D-MT]","Barrasso, John [Sen.-R-WY]","Begich, Mark [Sen.-D-AK]","Risch, James E. [Sen.-R-ID]","Manchin, Joe, III [Sen.-D-WV]","Portman, Rob [Sen.-R-OH]","Donnelly, Joe [Sen.-D-IN]","Heitkamp, Heidi [Sen.-D-ND]","Hatch, Orrin G. [Sen.-R-UT]","Inhofe, James M. [Sen.-R-OK]","Alexander, Lamar [Sen.-R-TN]","Wicker, Roger F. [Sen.-R-MS]","Blunt, Roy [Sen.-R-MO]","Boozman, John [Sen.-R-AR]","Johnson, Ron [Sen.-R-WI]","Flake, Jeff [Sen.-R-AZ]","Rubio, Marco [Sen.-R-FL]","Heller, Dean [Sen.-R-NV]","Cruz, Ted [Sen.-R-TX]","Chambliss, Saxby [Sen.-R-GA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,Canada,Energy,"Environmental assessment, monitoring, research","Judicial review and appeals","Land use and conservation","Licensing and registrations",Montana,"Oil and gas",Pipelines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Authorizes TransCanada Keystone Pipeline, L.P. to construct, connect, operate, and maintain pipeline facilities for the import of crude oil and other hydrocarbons at the United States-Canada Border at Phillips County, Montana, in accordance with a certain application filed with the Department of State on May 4, 2012.</p> <p>Declares that no Executive Order, provision of law, or presidential permit shall be required for such facilities.</p> <p>Deems a certain Environmental Impact Statement issued by the Secretary of State and other specified documents to satisfy all requirements of the National Environmental Policy Act of 1969 (NEPA), as well as any other law requiring federal agency consultation or review regarding such cross-border facilities. </p> <p>Keeps in effect any federal permit or authorization issued before the enactment of this Act for the facilities described in this Act and for related facilities in the United States. </p> <p>Restricts to the U.S. Court of Appeals for the District of Columbia Circuit any federal judicial review over actions and facilities implemented under this Act.</p> <p> <p><br> </p>",,,,,,
"S. 581",https://www.congress.gov/bill/113th-congress/senate-bill/581,"113th Congress (2013-2014)","A bill to amend section 1105(a) of title 31, United States Code, to require that annual budget submissions of the President to Congress provide an estimate of the cost per taxpayer of the deficit, and for other purposes.","Coats, Daniel [Sen.-R-IN] (Introduced 03/14/2013)",Republican,03/14/2013,"Senate - Budget","Read twice and referred to the Committee on the Budget.",03/14/2013,"Donnelly, Joe [Sen.-D-IN]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Budget deficits and national debt","Budget process","Economics and Public Finance","Government information and archives","Tax administration and collection, taxpayers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,H.R.1270,H.R.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"03/19/2013 Referred to the Committee on the Budget, and in addition to the Committees on Rules, and Oversight and Government Reform, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.","03/07/2013 Received in the Senate and Read twice and referred to the Committee on the Budget.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Requires the President's annual buget submission to Congress to provide an estimate of the pro rata cost to individuals who file an income tax return of any projected deficit for the fiscal year.</p>",,,,,,
"S. 576",https://www.congress.gov/bill/113th-congress/senate-bill/576,"113th Congress (2013-2014)","A bill to reform laws relating to small public housing agencies, and for other purposes.","Johanns, Mike [Sen.-R-NE] (Introduced 03/14/2013)",Republican,03/14/2013,"Senate - Banking, Housing, and Urban Affairs","Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",03/14/2013,"Tester, Jon [Sen.-D-MT]","Heitkamp, Heidi [Sen.-D-ND]","Blunt, Roy [Sen.-R-MO]","Pryor, Mark L. [Sen.-D-AR]","Isakson, Johnny [Sen.-R-GA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"Administrative remedies","Congressional oversight","Energy efficiency and conservation","Environmental assessment, monitoring, research","Government information and archives","Housing and Community Development","Housing and community development funding","Low- and moderate-income housing","Public housing","Public utilities and utility rates","Solid waste and recycling",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Small Public Housing Agency Opportunity Act of 2013 - Amends the United States Housing Act of 1937 to subject a small public housing agency (PHA) to the same requirements as a PHA.</p> <p>Defines a small PHA as a PHA for which the sum of the number of public housing dwelling units and the number of vouchers under Section 8 (tenant-based assistance) it administers is 550 or fewer.</p> <p>Requires the Secretary of Housing and Urban Development (HUD) to:</p> <ul> <li>provide for physical inspections of a small PHA public housing project at least once every three years, unless it is a troubled small PHA;</li> <li>determine the financial condition of a small PHA's public housing program solely on the basis of the ratio of current assets to current liabilities; and </li> <li>determine management condition of a small PHA's public housing program solely on the basis of the ratio of vacant unit months to eligible unit months.</li> </ul> <p>Requires a small PHA administering Section 8 tenant-based assistance under the housing voucher program to make physical inspections of assisted units at least once every three years.</p> <p>Requires HUD to evaluate the management of a small PHA's voucher program solely on the basis of its lease-up rate or the budget utilization rate.</p> <p>Directs HUD to designate a small PHA as a high-performing agency if it exceeds acceptability criteria.</p> <p>Specifies conditions under which HUD may designate a small PHA as a troubled small PHA with respect to its public housing program or housing voucher program.</p> <p>Requires HUD to establish an appeals process for a small PHA to dispute a determination of deficiency.</p> <p>Requires HUD and the small PHA to enter into a one-year corrective action agreement (renewable at HUD option) under which the small PHA shall undertake actions to correct deficiencies.</p> <p>Prescribes and/or revises requirements to reduce the administrative burden on small PHAs with respect to:</p> <ul> <li>certain reports;</li> <li>community service;</li> <li>economic opportunities for low- and very low-income persons;</li> <li>exemption of a small PHA administering not more than 400 public housing dwelling units, upon request, from any asset management requirement;</li> <li>exemption from environmental review for a development or modernization project with a total cost of not more than $100,000; and </li> <li>streamlined HUD procedures for such reviews. </li> </ul> <p>Authorizes a small PHA to convert all or a portion of its public housing units to project-based voucher assistance or to project-based assistance.</p> <p>Requires HUD to carry out a demonstration project to examine how various methods of determining rent in public housing affect the administrative burden on small PHAs and public housing residents.</p> <p>Establishes rent-setting mechanisms for demonstration project participants based on: (1) a tiered system for initial rents for extremely low-income families, very low-income families, and low-income families; (2) a certain range of gross income percentages; or (3) one or more of these methods in combination with methods established for assisted housing rental payments.</p> <p>Authorizes a small PHA to elect to be paid for its utility and waste management costs under the formula for a period, at its discretion, of up to 20 years based on its average annual consumption during the three-year period preceding the year in which the election is made.</p> <p>Requires HUD to develop and deploy all electronic information systems necessary to accommodate full consolidated reporting by PHAs electing to operate in consortia.</p>",,,,,,
"S. 575",https://www.congress.gov/bill/113th-congress/senate-bill/575,"113th Congress (2013-2014)","A bill to amend title 28, United States Code, to provide an Inspector General for the judicial branch, and for other purposes.","Grassley, Chuck [Sen.-R-IA] (Introduced 03/14/2013)",Republican,03/14/2013,"Senate - Judiciary","Read twice and referred to the Committee on the Judiciary. (text of measure as introduced: CR S1862-1863)",03/14/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Employment discrimination and employee rights","Government ethics and transparency, public corruption","Government studies and investigations","Judicial procedure and administration",Law,"Supreme Court",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.1203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"04/15/2013 Referred to the Subcommittee on Courts, Intellectual Property, And The Internet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Judicial Transparency and Ethics Enhancement Act of 2013 - Amends the federal judicial code to establish the Office of Inspector General (OIG) for the Judicial Branch of the U.S. government, to be headed by an Inspector General appointed by the Chief Justice. Sets a term of four years, which may be extended by additional reappointments. Authorizes the Chief Justice to remove an Inspector General from office.</p> <p>Requires the OIG to: (1) conduct investigations of alleged misconduct in the judicial branch, including the Supreme Court; (2) conduct and supervise audits and investigations; and (3) prevent and detect waste, fraud, and abuse.</p> <p>Provides for whistleblower protection.</p>",,,,,,
"S. 573",https://www.congress.gov/bill/113th-congress/senate-bill/573,"113th Congress (2013-2014)","A bill to amend title 40, United States Code, to improve veterans service organizations access to Federal surplus personal property.","Collins, Susan M. [Sen.-R-ME] (Introduced 03/14/2013)",Republican,03/14/2013,"Senate - Homeland Security and Governmental Affairs","Read twice and referred to the Committee on Homeland Security and Governmental Affairs.",03/14/2013,"Leahy, Patrick J. [Sen.-D-VT]","Carper, Thomas R. [Sen.-D-DE]","Sanders, Bernard [Sen.-I-VT]","McCaskill, Claire [Sen.-D-MO]","Levin, Carl [Sen.-D-MI]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"Government buildings, facilities, and property","Government Operations and Politics","State and local government operations","Veterans' organizations and recognition",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.1171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"08/09/2013 Became Public Law No: 113-26.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Formerly Owned Resources for Veterans to Express Thanks for Service Act of 2013 or the FOR VETS Act of 2013 - Authorizes the transfer of federal surplus property to a state agency for distribution through donation within the state for purposes of education or public health for organizations whose membership comprises substantially veterans and whose representatives are recognized by the Secretary of Veterans Affairs (VA) in the preparation, presentation, and prosecution of claims under laws administered by the Secretary.</p>",,,,,,
