"Downloaded on",03/05/2025,"13:19:31 EST"
"Search URL",https://www.congress.gov/search?pageSort=documentNumber%3Adesc&q=%7B%22congress%22%3A%5B%22108%22%5D%2C%22type%22%3A%22bills%22%2C%22party%22%3A%22Democratic%22%2C%22chamber%22%3A%22Senate%22%7D

,"Resize row height to view Amendment Text (Latest) as Excel may have collapsed cells with large texts."

"Legislation Number",URL,Congress,Title,Sponsor,"Party of Sponsor","Date of Introduction",Committees,"Latest Action","Latest Action Date",Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,"Number of Cosponsors",Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,"Number of Related Bills","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill Relationships Identified by","Related Bill Relationships Identified by","Related Bill Relationships Identified by","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Latest Summary","Amends Bill","Date Offered","Date Submitted","Date Proposed","Amendment Text (Latest)","Amends Amendment"
"S. 3010",https://www.congress.gov/bill/108th-congress/senate-bill/3010,"108th Congress (2003-2004)","A bill to amend the Federal Fire Prevention and Control Act of 1974 to authorize the Administrator of the United States Fire Administration to provide assistance to firefighting task forces, and for other purposes.","Schumer, Charles E. [Sen.-D-NY] (Introduced 11/19/2004)",Democratic,11/19/2004,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",11/19/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Infrastructure (Economics)","International Affairs",Infrastructure,Grants-in-aid,"Fire prevention","Fire fighters","Fire departments","Equipment and supplies","Environmental Protection",Energy,"Employee training","Emergency Management","Emergency communication systems","Economics and Public Finance","Disaster relief","Crime and Law Enforcement",Commerce,"Chemical industries","Labor and Employment",Layoffs,"Motor vehicles","Nuclear power plants","Petroleum refineries","Police communication systems",Salaries,"Science, Technology, Communications",Terrorism,"Transportation and Public Works","Weapons of mass destruction","Armed Forces and National Security",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Firefighters Special Operation Task Force Act - Amends the Federal Fire Prevention and Control Act of 1974 to authorize the Administrator of the U.S. Fire Administration to award grants to a task force (two or more fire services operating under a cooperative agreement to coordinate incident response within a geographic area) for: (1) salary and benefits to hire or rehire firefighting personnel to provide services to the task force; (2) expenses related to the participation of firefighting personnel in appropriate training courses offered by the Department of Homeland Security, the National Fire Academy, or a State or local fire academy; (3) training related to incident response; (4) appropriate equipment or support systems for task force members; or (5) improved communications between task force members and a local police department or hospital.</p> <p>Requires the Administrator, in selecting grantees, to give priority to task forces serving geographic areas within 50 miles of: (1) a nuclear power facility; (2) a large facility that produces, treats, or refines chemicals or petroleum products; (3) a business district of national significance; or (4) a location with one or more critical infrastructures.</p> <p>Requires grantees to provide non-Federal matching funds of at least 55 percent of the amount awarded by the Administrator for each fiscal year.</p>",,,,,,
"S. 3008",https://www.congress.gov/bill/108th-congress/senate-bill/3008,"108th Congress (2003-2004)","A bill to direct the Secretary of the Interior to study the suitability and feasibility of designating the Wolf House, located in Norfolk, Arkansas, as a unit of the National Park System, and for other purposes.","Lincoln, Blanche L. [Sen.-D-AR] (Introduced 11/19/2004)",Democratic,11/19/2004,"Senate - Energy and Natural Resources","Read twice and referred to the Committee on Energy and Natural Resources.",11/19/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Arkansas,Commemorations,Congress,"Congressional reporting requirements",Courthouses,"Public Lands and Natural Resources","Historic sites",History,Law,"National parks","Governmental investigations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.2051,,,,,,,,,,,,,,,,,,,,,,,CRS,,,"05/12/2003 Executive Comment Requested from Interior.",,,,,,,," Wolf House Study Act of 2004 - Directs the Secretary of the Interior, acting through the Director of the National Park Service, to: (1) study and report to specified congressional committees on the suitability and feasibility of designating the Wolf House located on Highway 5 in Norfolk, Arkansas, as a unit of the National Park System; and (2) consider management alternatives for the Wolf House.",,,,,,
"S. 3006",https://www.congress.gov/bill/108th-congress/senate-bill/3006,"108th Congress (2003-2004)","A bill to amend the Haitian Refugee Immigration Fairness Act of 1998.","Graham, Bob [Sen.-D-FL] (Introduced 11/18/2004)",Democratic,11/18/2004,"Senate - Judiciary","Read twice and referred to the Committee on the Judiciary.",11/18/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Administrative remedies",Visas,"Caribbean area","Department of Homeland Security",Deportation,Families,Fraud,"Government Operations and Politics","Guardian and ward",Haiti,"Haiti compilation",Haitians,Immigrants,Immigration,"Latin America",Law,Parents,Refugees,"Residence requirements",Aliens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>HRIFA Improvement Act of 2004 - Amends the Haitian Refugee Immigration Fairness Act of 1998 (HRIFA) to require determinations regarding derivative status for the children of qualifying Haitians to be made using the age of the child as of October 21, 1998. Authorizes parents or guardians of children seeking derivative status to file an adjustment application on the child's behalf if the child is physically present in the United States on the date of filing.</p> <p>Authorizes the Secretary of Homeland Security or the Attorney General to waive grounds of inadmissibility not specified in HRIFA for humanitarian purposes, to assure family unity, or when otherwise in the public interest, with the exception of those grounds related to controlled substances trafficking and certain security and related matters.</p> <p>Permits qualifying Haitians seeking benefits pursuant to this Act to file new status adjustment applications and motions to reopen. Extends to those who file the same protection from exclusion, deportation, removal, or enforcement of a voluntary departure order as currently applies to HRIFA beneficiaries.</p>",,,,,,
"S. 3005",https://www.congress.gov/bill/108th-congress/senate-bill/3005,"108th Congress (2003-2004)","A bill to allow State Homeland Security Program grant funds to be used to pay costs associated with the attendance of part-time and volunteer first responders at terrorism response courses approved by the Office for State and Local Government Coordination and Preparedness.","Stabenow, Debbie [Sen.-D-MI] (Introduced 11/18/2004)",Democratic,11/18/2004,"Senate - Governmental Affairs","Read twice and referred to the Committee on Governmental Affairs. (text of measure as introduced: CR S11500)",11/18/2004,"Levin, Carl [Sen.-D-MI]","Rockefeller, John D., IV [Sen.-D-WV]","Jeffords, James M. [Sen.-I-VT]","Craig, Larry E. [Sen.-R-ID]","Crapo, Mike [Sen.-R-ID]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Health,"International Affairs","Labor and Employment","Part-time employment","Rescue work","Social Welfare",Terrorism,"Transportation and Public Works","Travel costs","Volunteer workers",Wages,"Crime and Law Enforcement","EBB Terrorism","Economics and Public Finance","Emergency Management","Emergency medicine","Employee training","Federal-local relations","Federal-state relations","Government Operations and Politics",Grants-in-aid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Rural and Part-time Firefighter Training Fairness Act - Authorizes the use of funds appropriated to the Office of State and Local Government Coordination and Preparedness for grants to States and local governments to provide reasonable stipends to part-time and volunteer first responders not otherwise compensated for travel to or participation in terrorism response courses approved by the Office for Domestic Preparedness. </p> <p>States that such stipends shall not be considered compensation for purposes of rendering first responders employees under the Fair Labor Standards Act of 1938.</p>",,,,,,
"S. 3004",https://www.congress.gov/bill/108th-congress/senate-bill/3004,"108th Congress (2003-2004)","A bill to amend chapter 99 of the Internal Revenue Code of 1986 to clarify that certain coal industry health benefits may not be modified or terminated.","Rockefeller, John D., IV [Sen.-D-WV] (Introduced 11/18/2004)",Democratic,11/18/2004,"Senate - Finance","Read twice and referred to the Committee on Finance.",11/18/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Bankruptcy,Coal,Energy,"Retiree health benefits",Health,"Labor and Employment",Miners,"Finance and Financial Sector",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.5383,,,,,,,,,,,,,,,,,,,,,,,CRS,,,"11/18/2004 Referred to the House Committee on Ways and Means.",,,,,,,," <p>Amends the Internal Revenue Code to prohibit any court in a bankruptcy proceeding from terminating or modifying certain coal industry employee health benefits.</p>",,,,,,
"S. 3003",https://www.congress.gov/bill/108th-congress/senate-bill/3003,"108th Congress (2003-2004)","A bill to direct the Secretary of the Interior to convey to the City of Henderson, Nevada, certain Federal land located in the City, and for other purposes.","Reid, Harry [Sen.-D-NV] (Introduced 11/18/2004)",Democratic,11/18/2004,"Senate - Energy and Natural Resources","Read twice and referred to the Committee on Energy and Natural Resources. (text of measure as introduced: CR S11499)",11/18/2004,"Ensign, John [Sen.-R-NV]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Environmental Protection","Land transfers","Land use",Nevada,"Transportation and Public Works","Public Lands and Natural Resources",Recreation,"Sports and Recreation",Noise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Southern Nevada Limited Transition Area Act - Directs the Secretary of the Interior to convey to the city of Henderson, Nevada, all right, title, and interest of the United States in and to specified Federal land in Henderson (the Transition Area). </p> <p>Permits the City, after conveyance, to sell any part or parts of the Transition Area for nonresidential development purposes, or to elect to retain parcels in the Transition Area for public recreation or other public purposes consistent with the Recreation and Public Purposes Act. </p> <p>Requires the City to: (1) plan and manage the Transition Area in accordance with Federal law and regulations relating to airport noise compatibility planning; and (2) agree that if any land in the Transition area is sold, leased, or otherwise conveyed by the City, the sale, lease, or conveyance shall contain a limitation to require uses compatible with that airport noise compatibility planning.</p>",,,,,,
"S. 2996",https://www.congress.gov/bill/108th-congress/senate-bill/2996,"108th Congress (2003-2004)","A bill to provide for an additional place of holding court in the northern district of New York, and for other purposes.","Schumer, Charles E. [Sen.-D-NY] (Introduced 11/18/2004)",Democratic,11/18/2004,"Senate - Judiciary","Read twice and referred to the Committee on the Judiciary.",11/18/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"District courts","New York State",Law,"Judicial districts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.4646,,,,,,,,,,,,,,,,,,,,,,,CRS,,,"07/21/2004 Placed on the Union Calendar, Calendar No. 376.",,,,,,,," <p>Amends the Federal judicial code to add Plattsburgh, New York, to the list of places for holding court in the Northern District of New York.</p>",,,,,,
"S. 2995",https://www.congress.gov/bill/108th-congress/senate-bill/2995,"108th Congress (2003-2004)","A bill to permanently extend the income tax deduction for college tuition expenses.","Schumer, Charles E. [Sen.-D-NY] (Introduced 11/18/2004)",Democratic,11/18/2004,"Senate - Finance","Read twice and referred to the Committee on Finance. (text of measure as introduced: CR S11497)",11/18/2004,"Biden, Joseph R., Jr. [Sen.-D-DE]","Durbin, Richard J. [Sen.-D-IL]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"College costs",Education,Taxation,"Income tax","Tax deductions","Higher education",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Amends the Internal Revenue Code to make permanent the tax deduction for college tuition expenses. </p>",,,,,,
"S. 2993",https://www.congress.gov/bill/108th-congress/senate-bill/2993,"108th Congress (2003-2004)","A bill to establish a National Commission on the Infrastructure of the United States.","Graham, Bob [Sen.-D-FL] (Introduced 11/17/2004)",Democratic,11/17/2004,"Senate - Environment and Public Works","Read twice and referred to the Committee on Environment and Public Works. (text of measure as introduced: CR S11432-11434)",11/17/2004,"Voinovich, George V. [Sen.-R-OH]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Water treatment plants","Water supply",Airports,Bridges,"Construction industries","Economic development","Economic growth","Economics and Public Finance",Education,"Educational facilities","Elementary and secondary education","Environmental Protection","Federal advisory bodies","Governmental investigations",Harbors,"Highway finance",Infrastructure,"Infrastructure (Economics)","Maintenance and repair","Marine terminals","Mass rapid transit","Railroad engineering","Railroad finance","Railroad freight operations","Railroad passenger traffic","Road construction","Transportation and Public Works","Waste water treatment","Water Resources Development",Waterways,Commerce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>National Infrastructure Improvement Act of 2004 - Establishes the National Commission on the Infrastructure of the United States to ensure that U.S. infrastructure meets current and future demand and facilitates economic growth.</p> <p>Requires the Commission to study the state of U.S. infrastructure, including such matters as: (1) the capacity of infrastructure improvements to sustain economic development; (2) the age and condition of public infrastructure; (3) the methods used to finance the construction, acquisition, rehabilitation, and maintenance of public works improvements; (4) investment requirements needed to maintain and to improve facilities and the projected share of investment requirements and expenditures on infrastructure facility improvements by Federal, State, and local governments; and (5) estimates of the return to the economy from public works investment.</p> <p>Directs the Commission to develop recommendations regarding: (1) a Federal infrastructure plan that will detail national infrastructure program priorities; (2) public works improvements and methods of delivering and providing for public work facilities; (3) analysis or criteria and procedures that may be used by Federal agencies and State and local governments in inventorying existing and needed public works improvements, assessing the condition of improvements, and developing uniform criteria and procedures; and (4) proposed guidelines for the uniform reporting by Federal agencies of data regarding infrastructure improvements.</p>",,,,,,
"S. 2992",https://www.congress.gov/bill/108th-congress/senate-bill/2992,"108th Congress (2003-2004)","A bill to liquidate and distribute duties collected on certain softwood lumber from Canada.","Baucus, Max [Sen.-D-MT] (Introduced 11/17/2004)",Democratic,11/17/2004,"Senate - Finance","Read twice and referred to the Committee on Finance.",11/17/2004,"Craig, Larry E. [Sen.-R-ID]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Administrative remedies",Canada,Commerce,"Countervailing duties","Department of Commerce","International Affairs","Government Operations and Politics","Lumber trade","Public Lands and Natural Resources",Tariff,"Dispute settlement",Dumping,"Foreign Trade and International Finance",Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Requires the Department of Commerce to instruct the Bureau of Customs and Border Protection to liquidate all unliquidated entries of certain softwood lumber from Canada: (1) subject to certain antidumping and countervailing duty orders as of May 22, 2004; and (2) entered into U.S. customs territory before Federal Register publication of a final binational panel decision or extraordinary challenge committee decision, to the extent the decision is not in harmony with specified Department of Commerce and International Trade Commission final determinations.</p> <p>Requires redistribution of such liquidated duties to eligible companies in accordance with the Tariff Act of 1930.</p>",,,,,,
"S. 2989",https://www.congress.gov/bill/108th-congress/senate-bill/2989,"108th Congress (2003-2004)","A bill to amend the Controlled Substances Act to provide an affirmative defense for the medical use of marijuana in accordance with the laws of the various States, and for other purposes.","Durbin, Richard J. [Sen.-D-IL] (Introduced 11/17/2004)",Democratic,11/17/2004,"Senate - Judiciary","Read twice and referred to the Committee on the Judiciary.",11/17/2004,"Leahy, Patrick J. [Sen.-D-VT]","Jeffords, James M. [Sen.-I-VT]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Prosecution,"Medicinal plants",Marijuana,Law,Health,"Government Operations and Politics","Evidence (Law)","Drug abuse","Criminal liability","State laws","Civil actions and liability","Crime and Law Enforcement",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>Truth in Trials Act - Amends the Controlled Substances Act to establish as an affirmative defense for any person facing prosecution or a proceeding for any marijuana-related offense that the marijuana-related activities in question were in compliance with State law regarding the medical use of marijuana. </p> <p>",,,,,,
