"Downloaded on",03/04/2025,"18:23:45 EST"
"Search URL",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22chamber%22%3A%22Senate%22%2C%22type%22%3A%22bills%22%2C%22party%22%3A%5B%22Republican%22%2C%22Independent%22%5D%2C%22congress%22%3A%2295%22%7D

,"Resize row height to view Amendment Text (Latest) as Excel may have collapsed cells with large texts."

"Legislation Number",URL,Congress,Title,Sponsor,"Party of Sponsor","Date of Introduction",Committees,"Latest Action","Latest Action Date",Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,"Number of Cosponsors",Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,"Number of Related Bills","Related Bill","Related Bill","Related Bill","Related Bill Relationships Identified by","Related Bill Relationships Identified by","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Latest Summary","Amends Bill","Date Offered","Date Submitted","Date Proposed","Amendment Text (Latest)","Amends Amendment"
"S. 1478",https://www.congress.gov/bill/95th-congress/senate-bill/1478,"95th Congress (1977-1978)","A bill to provide improved authority for the administration of certain National Forest System lands in Oregon.","Hatfield, Mark O. [Sen.-R-OR] (Introduced 05/10/1977)",Republican,05/10/1977,"Senate - Energy and Natural Resources","Referred to Senate Committee on Energy and Natural Resources.",05/10/1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Forests and forest products","Land use","National forests",Oregon,"Watershed management",Watersheds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.7074,,,Senate,,"11/23/1977 Public Law 95-200.",,,"<p>Establishes the Bull Run Watershed Management Unit within the Mount Hood National Forest, Oregon, to be administered by the Secretary of Agriculture. Directs the Secretary to develop, maintain, and revise land management plans of such unit.",,,,,,
"S. 1477",https://www.congress.gov/bill/95th-congress/senate-bill/1477,"95th Congress (1977-1978)","A bill to amend the Civil Rights Act of 1964 to make it an unlawful employment practice to discriminate against individuals who are physically handicapped because of that handicap.","Weicker, Lowell P., Jr. [Sen.-R-CT] (Introduced 05/10/1977)",Republican,05/10/1977,"Senate - Human Resources","Referred to Senate Committee on Human Resources.",05/10/1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Civil Rights and Liberties",Disabled,"Discrimination against the disabled","Discrimination in employment","Employment of the handicapped","Labor and Employment","Physically handicapped",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Physical Handicap Antidiscrimination in Employment Act - Amends the Civil Rights Act of 1964 to make it an unlawful employment practice to discriminate against individuals who are physically handicapped.",,,,,,
"S. 1473",https://www.congress.gov/bill/95th-congress/senate-bill/1473,"95th Congress (1977-1978)","A bill to amend title 18 of the United States Code for the purpose of prohibiting the sale of children in interstate or foreign commerce.","Roth Jr., William V. [Sen.-R-DE] (Introduced 05/09/1977)",Republican,05/09/1977,"Senate - Judiciary","Referred to Senate Committee on the Judiciary.",05/09/1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Adoption,"Crime and Law Enforcement",Families,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Proscribes with specified exceptions, the knowing solicitation, provision, or receipt of anything of monetary value, or the promise of anything of monetary value, for:  (1) seeking to place, placing or arranging to place any child for permanent care or adoption; or (2) coercing any individual to place any child or adoption, to provide any child with permanent care, or to adopt any child under circumstances which result in the transportation of such child or individual in interstate or foreign commerce.",,,,,,
"S. 1471",https://www.congress.gov/bill/95th-congress/senate-bill/1471,"95th Congress (1977-1978)","A bill to amend the Internal Revenue Code of 1954 with respect to contributions to candidates for public office.","Packwood, Bob [Sen.-R-OR] (Introduced 05/05/1977)",Republican,05/05/1977,"Senate - Finance","Referred to Senate Committee on Finance.",05/05/1977,"Baker, Howard H., Jr. [Sen.-R-TN]","Moynihan, Daniel Patrick [Sen.-D-NY]","Nunn, Sam [Sen.-D-GA]","Talmadge, Herman E. [Sen.-D-GA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"Campaign funds","Congressional elections","Government Operations and Politics","Income tax","Tax credits","Tax deductions",Taxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Amends the Internal Revenue Code to allow individuals an income tax credit for 75 percent of the sum of all political contributions to candidates for the United States Senate, instead of the 50 percent generally allowed for political contributions.  Increases the limitation on credit taken for political contributions to $100 ($200 for joint returns), of which no more than $25 (or $50 for joint returns) may be applied to contributions to candidates for the Senate.  Denies the alternative income tax deduction for political contributions for contributions to Senate candidates.",,,,,,
"S. 1467",https://www.congress.gov/bill/95th-congress/senate-bill/1467,"95th Congress (1977-1978)","A bill to limit the jurisdiction of the Supreme Court of the United States and any such inferior court as ordained and established by the Congress of the United States to enter any judgment, decree, or order, denying or restricting, as unconstitutional, the exercise of free religious expression or the saying of voluntary prayer in any public school or other public building.","Roth Jr., William V. [Sen.-R-DE] (Introduced 05/05/1977)",Republican,05/05/1977,"Senate - Judiciary","Referred to Senate Committee on the Judiciary.",05/05/1977,"Thurmond, Strom [Sen.-R-SC]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"District courts",Education,"Government Operations and Politics",Jurisdiction,Law,"Prayer in the public schools",Religion,"Religion in the public schools","Supreme Court",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Removes the jurisdiction of the Supreme Court of the United States and the Federal district courts over any case arising out of any State statute, ordinance, rule or regulation, which relates to voluntary prayers or religious expression in public schools and public buildings.",,,,,,
"S. 1465",https://www.congress.gov/bill/95th-congress/senate-bill/1465,"95th Congress (1977-1978)","A bill to increase the authorization for the special bridge replacement program under section 144 of title 23 of the United States Code.","Danforth, John C. [Sen.-R-MO] (Introduced 05/05/1977)",Republican,05/05/1977,"Senate - Environment and Public Works","Referred to Senate Committee on Environment and Public Works.",05/05/1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Authorization,Bridges,"Economics and Public Finance","Highway construction and repair","Public works","Roads and highways","Transportation and Public Works",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Amends the Highway Safety Act of 1976 to increase the authorization for appropriations for the special bridge replacement program.",,,,,,
"S. 1464",https://www.congress.gov/bill/95th-congress/senate-bill/1464,"95th Congress (1977-1978)","A bill to require a health warning on the labels of bottles containing certain alcoholic beverages.","Thurmond, Strom [Sen.-R-SC] (Introduced 05/05/1977)",Republican,05/05/1977,"Senate - Human Resources","Referred to Senate Committee on Human Resources.",05/05/1977,"Dole, Robert J. [Sen.-R-KS]","Randolph, Jennings [Sen.-D-WV]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Advertising,"Alcoholic beverage control","Alcoholic beverages","Consumer protection",Health,"Health warnings",Labeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Amends the Federal Food, Drug, and Cosmetic Act to include in the listing of misbranded foods, alcoholic beverages which have more than 24 percent of alcohol by volume.  Exempts such a beverage from this provision if the label of the container contains a statement warning that consumption of alcoholic beverages may be hazardous to health and may be habit forming.",,,,,,
"S. 1461",https://www.congress.gov/bill/95th-congress/senate-bill/1461,"95th Congress (1977-1978)","A bill to expand the research in agricultural commodities and forest products.","Curtis, Carl T. [Sen.-R-NE] (Introduced 05/05/1977)",Republican,05/05/1977,"Senate - Agriculture, Nutrition, and Forestry","Referred to Senate Committee on Agriculture, Nutrition and Forestry.",05/05/1977,"Melcher, John [Sen.-D-MT]","Allen, James B. [Sen.-D-AL]","Dole, Robert J. [Sen.-R-KS]","Helms, Jesse [Sen.-R-NC]","Humphrey, Hubert H. [Sen.-D-MN]","Lugar, Richard G. [Sen.-R-IN]","McGovern, George [Sen.-D-SD]","Stone, Richard (Dick) [Sen.-D-FL]","Talmadge, Herman E. [Sen.-D-GA]","Thurmond, Strom [Sen.-R-SC]","Young, Milton R. [Sen.-R-ND]","Zorinsky, Edward [Sen.-D-NE]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,"Agricultural research","Agriculture and Rural Affairs","Agriculture and Food",Coal,Energy,Materials,"Mines and mineral resources","Research and development","Research grants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Amends the Rural Development Act of 1972 to direct the Secretary of Agriculture to make grants for research related to the production and marketing of industrial hydrocarbons derived from agricultural commodities and forest products.  Directs the Secretary to carry out a program of four pilot projects for the production and marketing of such hydrocarbons by guaranteeing loans not to exceed $15,000,000 per project to public, private, or cooperative organizations. <p>Authorizes, for the research grant program, the appropriation of up to $24,000,000, not more than $3,000,000 of which may be awarded to the colleges and universities of any one State.",,,,,,
"S. 1460",https://www.congress.gov/bill/95th-congress/senate-bill/1460,"95th Congress (1977-1978)","A bill to prescribe standards and procedures relating to the disclosure of certain financial information by financial institutions to prevent unwarranted invasions of privacy.","Tower, John G. [Sen.-R-TX] (Introduced 05/05/1977)",Republican,05/05/1977,"Senate - Banking, Housing, and Urban Affairs","Referred to Senate Committee on Banking, Housing and Urban Affairs.",05/05/1977,"Garn, E. J. (Jake) [Sen.-R-UT]","Lugar, Richard G. [Sen.-R-IN]","Schmitt, Harrison H. [Sen.-R-NM]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Civil Rights and Liberties","Consumer protection","Finance and Financial Sector","Financial institutions","Right of privacy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Right to Financial Privacy Act - States that the purposes of this Act are to protect and preserve the confidential relationship between financial institutions and their customers and the constitutional rights of those customers, and to promote commerce by prescribing policies and procedures to insure against unwarranted disclosure of customer records. <p>Prohibits any Federal agency or employee, or any State regulatory agency from obtaining copies of, access to, or information contained in, the financial records of any customer from a financial institution unless such records are described with particularity and:  (1) such customer has authorized such disclosure in accordance with this Act; (2) such records are disclosed in response to an administrative subpena or summons; (3) such records are disclosed in response to a court order; or (4) such records are disclosed in response to a judicial subpena. <p>Places the enforcement of compliance with the requirements of this Act with the appropriate supervisory agency utilizing its authority to exercise jurisdiction over financial institutions and credit card issuers. <p>States that no financial institution may provide to a Federal agency or employee, or to any State regulatory agency copies of, or the information contained in, the financial records of any customer except in accordance with the requirements of this Act. <p>Sets forth provisions governing customer authorization, administrative subpenas and summons, and judicial subpenas. <p>Prohibits the Secretary of the Treasury from requiring an institution to maintain any financial records or to transmit any reports relating to customers unless:  (1) such records are required for use by a supervisory agency in the supervision of that institution; or (2) such records are to be maintained solely for the purpose of monitoring foreign or domestic currency movement. <p>Prescribes civil and criminal penalties for violation of the provisions of this Act.",,,,,,
"S. 1459",https://www.congress.gov/bill/95th-congress/senate-bill/1459,"95th Congress (1977-1978)","A bill for the relief of Dr. Ping-Lu Li.","Garn, E. J. (Jake) [Sen.-R-UT] (Introduced 05/04/1977)",Republican,05/04/1977,"Senate - Judiciary","Referred to Senate Committee on the Judiciary.",05/04/1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Private Legislation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Declares a certain individual lawfully admitted to the United States for permanent residence, under the Immigration and Nationality Act.",,,,,,
"S. 1458",https://www.congress.gov/bill/95th-congress/senate-bill/1458,"95th Congress (1977-1978)","A bill to amend the Railroad Retirement Act of 1974 to include employment with the National Transportation Safety Board among the types of employment in which an individual may engage while retaining a current connection with the railroad industry.","Tower, John G. [Sen.-R-TX] (Introduced 05/04/1977)",Republican,05/04/1977,"Senate - Human Resources","Referred to Senate Committee on Human Resources.",05/04/1977,"Magnuson, Warren G. [Sen.-D-WA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Government Operations and Politics","Labor and Employment","National Transportation Safety Board","Railroad employees","Railroad retirement plans",Railroads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Amends the Railroad Retirement Act of 1974 to include employment with the National Transportation Safety Board among the types of employment which an individual may engage in while retaining a ""current connection with the railroad industry"" for purposes of such Act.",,,,,,
"S. 1457",https://www.congress.gov/bill/95th-congress/senate-bill/1457,"95th Congress (1977-1978)","A bill to amend the Atomic Energy Community Act of 1955, as amended, to authorize the Administrator of the Energy Research and Development Administration to make assistance payments to the Los Alamos School Board and the County of Los Alamos, New Mexico, after June 30, 1976, in the case of the schools and after June 30, 1977.","Domenici, Pete V. [Sen.-R-NM] (Introduced 05/04/1977)",Republican,05/04/1977,"Senate - Energy and Natural Resources","Referred to Senate Committee on Energy and Natural Resources.",05/04/1977,"Schmitt, Harrison H. [Sen.-R-NM]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Energy,"Federal aid programs","Federal-local relations","New Mexico","Nuclear energy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Amends the Atomic Energy Community Act of 1955 to authorize the Administrator of the Energy Research and Development Administration to continue assistance payments to specified local governmental units in Los Alamos, New Mexico, beyond the deadline dates specified in such Act.",,,,,,
"S. 1454",https://www.congress.gov/bill/95th-congress/senate-bill/1454,"95th Congress (1977-1978)","A bill for the relief of Maria Teresa Duran.","Mathias, Charles McC., Jr. [Sen.-R-MD] (Introduced 05/04/1977)",Republican,05/04/1977,"Senate - Judiciary","Referred to Senate Committee on the Judiciary.",05/04/1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Private Legislation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Declares a certain individual lawfully admitted to the United States for permanent residence, under the Immigration and Nationality Act.",,,,,,
"S. 1444",https://www.congress.gov/bill/95th-congress/senate-bill/1444,"95th Congress (1977-1978)","A bill to provide that the United States Canal Zone shall be represented by a Delegate to the House of Representatives.","Helms, Jesse [Sen.-R-NC] (Introduced 05/03/1977)",Republican,05/03/1977,"Senate - Armed Services","Referred to Senate Committee on Armed Services.",05/03/1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Canal Zone","Congressional delegations","Congressional elections","House of Representatives","Members of Congress","Territories (U.S.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.1588,,,Senate,,"01/10/1977 Referred to House Committee on Merchant Marine and Fisheries.",,,"<p>Provides that the United States Canal Zone shall be represented by a Delegate to the House of Representatives. Requires that a special election be held no later than 30 days after enactment of this Act to elect a Delegate to serve until the regular election of 1978.",,,,,,
"S. 1438",https://www.congress.gov/bill/95th-congress/senate-bill/1438,"95th Congress (1977-1978)","A bill for the relief of Daniel Joshua Nason.","Hatfield, Mark O. [Sen.-R-OR] (Introduced 05/02/1977)",Republican,05/02/1977,"Senate - Judiciary","Referred to Senate Committee on the Judiciary.",05/02/1977,"Packwood, Bob [Sen.-R-OR]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Private Legislation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Authorizes the conditional admittance of a certain person to the United States for permanent residence.",,,,,,
"S. 1436",https://www.congress.gov/bill/95th-congress/senate-bill/1436,"95th Congress (1977-1978)","A bill to authorize the Secretary of Agriculture to prohibit the availability of so-called junk food served to children under the Child Nutrition Act of 1966 and the National Lunch Act.","Case, Clifford P. [Sen.-R-NJ] (Introduced 05/02/1977)",Republican,05/02/1977,"Senate - Agriculture, Nutrition, and Forestry","Referred to Senate Committee on Agriculture, Nutrition and Forestry.",05/02/1977,"Clark, Dick [Sen.-D-IA]","Humphrey, Hubert H. [Sen.-D-MN]","Kennedy, Edward M. [Sen.-D-MA]","Leahy, Patrick J. [Sen.-D-VT]","McGovern, George [Sen.-D-SD]","Metcalf, Lee [Sen.-D-MT]","Stafford, Robert T. [Sen.-R-VT]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,"Agriculture and Food",Education,Families,"Food relief",Health,Nutrition,"School health programs","School lunch program",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Amends the Child Nutrition Act of 1966 to allow the Secretary of Agriculture to prohibit the sale of competitive foods in schools during meal hours.",,,,,,
"S. 1431",https://www.congress.gov/bill/95th-congress/senate-bill/1431,"95th Congress (1977-1978)","A bill to amend the Internal Revenue Code of 1954 to provide for cost-of-living adjustments in rates of tax, zero bracket amounts, and personal exemptions.","Griffin, Robert P. [Sen.-R-MI] (Introduced 04/29/1977)",Republican,04/29/1977,"Senate - Finance","Referred to Senate Committee on Finance.",04/29/1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Cost of living","Income tax","Tax exemption","Tax rates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Amends the Internal Revenue Code to provide annual cost-of-living adjustments to the individual income tax rates, zero bracket amounts and personal exemptions.",,,,,,
"S. 1428",https://www.congress.gov/bill/95th-congress/senate-bill/1428,"95th Congress (1977-1978)","A bill to amend an act for the construction, repair, and preservation of certain public works on rivers and harbors with respect to the Stamford Harbor, Conn., navigation project.","Weicker, Lowell P., Jr. [Sen.-R-CT] (Introduced 04/29/1977)",Republican,04/29/1977,"Senate - Environment and Public Works","Referred to Senate Committee on Environment and Public Works.",04/29/1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Connecticut,Dredging,Navigation,"Public works","Ships and shipping","Water Resources Development",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Modifies the Stamford Harbor, Connecticut, navigation project to require non-Federal interests to furnish an area for disposal of dredged material and costs of a dike to retain such sediment. <p>Waives these cost contributions upon a finding by the Administrator of the Environmental Protection Agency that water quality standards are being complied with, with respect to applicable waste treatment facilities.",,,,,,
"S. 1426",https://www.congress.gov/bill/95th-congress/senate-bill/1426,"95th Congress (1977-1978)","A bill to authorize the Secretary of Agriculture to make grants to States for urban forestry.","Javits, Jacob K. [Sen.-R-NY] (Introduced 04/29/1977)",Republican,04/29/1977,"Senate - Agriculture, Nutrition, and Forestry","Referred to Senate Committee on Agriculture, Nutrition and Forestry.",04/29/1977,"Humphrey, Hubert H. [Sen.-D-MN]","Mathias, Charles McC., Jr. [Sen.-R-MD]","Pell, Claiborne [Sen.-D-RI]","Stone, Richard (Dick) [Sen.-D-FL]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"Agriculture and Rural Affairs","Community development","Forests and forest products","Forests and forestry","Public Lands and Natural Resources","Urban affairs","Urban areas","Urban beautification","Urban forestry","Urban planning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Urban Trees Act - Authorizes the Secretary of Agriculture to make grants, on a matching basis, to the States, Puerto Rico, the Virgin Islands and Guam in order to provide financial assistance to urban areas for arboriculture programs. Defines ""arboriculture"" as the planting, growing, maintenance, and protection of trees and shrubs. <p>Authorizes appropriations of up to $10,000,000 for fiscal year 1977 to carry out such grant program. <p>Requires that grants under this Act be made in accordance with an urban arboriculture plan for the selection, planting, and maintenance of trees agreed upon in advance by the Secretary and the State forester or other appropriate official. <p>Authorizes the Secretary to provide technical assistance to urban areas for arboriculture programs under this Act.",,,,,,
"S. 1419",https://www.congress.gov/bill/95th-congress/senate-bill/1419,"95th Congress (1977-1978)","A bill to improve the reliability, safety, and energy efficiency of transportation and to reduce unemployment by providing funds for work in repairing, rehabilitating, and improving essential railroad roadbeds and facilities.","Heinz, John [Sen.-R-PA] (Introduced 04/28/1977)",Republican,04/28/1977,"Senate - Commerce, Science, and Transportation, Human Resources","Referred to Senate Committee on Human Resources.",04/28/1977,"Riegle, Donald W., Jr. [Sen.-D-MI]","Bayh, Birch [Sen.-D-IN]","Biden, Joseph R., Jr. [Sen.-D-DE]","Griffin, Robert P. [Sen.-R-MI]","Javits, Jacob K. [Sen.-R-NY]","Metzenbaum, Howard M. [Sen.-D-OH]","Pearson, James B. [Sen.-R-KS]","Pell, Claiborne [Sen.-D-RI]","Randolph, Jennings [Sen.-D-WV]","Williams, Harrison A., Jr. [Sen.-D-NJ]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"Labor and Employment","Occupational retraining","Railroad employees","Railroad engineering","Railroad facilities",Railroads,"Transportation and Public Works","Transportation and state",Unemployment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.7409,,,Senate,,"05/24/1977 Referred to House Committee on Interstate and Foreign Commerce.",,,"<p>Emergency Rail Transportation Improvement and Employment Act - Directs the Secretary of Transportation to make grants to eligible applicants for projects involving the repair, rehabilitation, or improvement of railroad roadbeds and facilities.  Stipulates that the purposes of such grant program are to: (1) reduce unemployment in areas of substantial unemployment; (2) improve severely deteriorated roadbeds and facilities which are a risk to public safety or seriously inhibit freight and passenger service; and (3) improve roadbeds and facilities which meet transportation needs and policies. <p>Sets forth the information which must be included in applications for such assistance. <p>Stipulates that the funds provided under this Act shall be used solely to pay the wages and benefits earned by individuals employed in programs funded by this Act and not for administrative expenses. <p>Establishes a priority system for hiring individuals for jobs created pursuant to this Act.  Directs the Secretary of Labor to establish rules and procedures for referring eligible individuals for employment to applicants receiving funds under this Act. <p>Sets forth criteria for determining which roadbeds and facilities are eligible for project grants under this Act. <p>Sets forth goals to be achieved with respect to such projects.  Stipulates that projects must be structured and administered to achieve such goals in order to be eligible for funding. <p>Sets forth restrictions regarding subcontracts for such work on such projects.  Sets forth measures relating to labor protection and wages and benefits for employees. <p>Requires recipients of Federal funds under this Act to keep such records as the Secretary of Transportation may prescribe. <p>Directs the Secretary to submit periodic reports to the President and the Congress regarding actions taken pursuant to this Act. <p>Authorizes the appropriation of $750,000,000 to carry out the provisions of this Act.",,,,,,
"S. 1418",https://www.congress.gov/bill/95th-congress/senate-bill/1418,"95th Congress (1977-1978)","An Act for the relief of Sang Soo Lee.","Garn, E. J. (Jake) [Sen.-R-UT] (Introduced 04/28/1977)",Republican,04/28/1977,"House - Judiciary | Senate - Judiciary","Referred to House Committee on the Judiciary.",03/15/1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Private Legislation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Permits the approval by the Attorney General of a petition filed pursuant to the Immigration and Nationality Act on behalf of a certain individual defined as a child thereunder.",,,,,,
"S. 1415",https://www.congress.gov/bill/95th-congress/senate-bill/1415,"95th Congress (1977-1978)","A bill to amend the Trade Act of 1974 to authorize certain credits or credit guarantees for the sale of agricultural products to nonmarket economy countries.","Dole, Robert J. [Sen.-R-KS] (Introduced 04/28/1977)",Republican,04/28/1977,"Senate - Finance","Referred to Senate Committee on Finance.",04/28/1977,"Curtis, Carl T. [Sen.-R-NE]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Agriculture and Rural Affairs","Agriculture in foreign trade","Communist countries","Foreign Trade and International Finance",Loans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,"<p>Amends the Trade Act of 1974 to authorize certain credits or credit-guarantees for the sale of agricultural products to nonmarket economy countries.",,,,,,
