"Downloaded on",03/04/2025,"18:30:33 EST"
"Search URL",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22chamber%22%3A%22Senate%22%2C%22type%22%3A%22bills%22%2C%22party%22%3A%5B%22Republican%22%2C%22Independent%22%5D%2C%22congress%22%3A%5B%22101%22%5D%7D

,"Resize row height to view Amendment Text (Latest) as Excel may have collapsed cells with large texts."

"Legislation Number",URL,Congress,Title,Sponsor,"Party of Sponsor","Date of Introduction",Committees,"Latest Action","Latest Action Date",Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,"Number of Cosponsors",Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,"Number of Related Bills","Related Bill","Related Bill","Related Bill","Related Bill Relationships Identified by","Related Bill Relationships Identified by","Related Bill Relationships Identified by","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Latest Summary","Amends Bill","Date Offered","Date Submitted","Date Proposed","Amendment Text (Latest)","Amends Amendment"
"S. 1935",https://www.congress.gov/bill/101st-congress/senate-bill/1935,"101st Congress (1989-1990)","A bill to authorize the Secretary of Agriculture to compensate owners of property damaged by forest fires that were permitted to burn out of control.","Simpson, Alan K. [Sen.-R-WY] (Introduced 11/20/1989)",Republican,11/20/1989,"Senate - Judiciary","Referred to Subcommittee on Courts and Administrative Practice.",02/12/1990,"Wallop, Malcolm [Sen.-R-WY]","Baucus, Max [Sen.-D-MT]","Burns, Conrad R. [Sen.-R-MT]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Claims,Damages,"Forest fires","Government liability","Public Lands and Natural Resources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,"<p>Authorizes the Secretary of Agriculture to settle and pay claims for loss of, or damage to, property resulting from certain forest fires which were originally classified as prescribed fires but which subsequently became wildfires. <p>Sets forth procedures for making claims.",,,,,,
"S. 1933",https://www.congress.gov/bill/101st-congress/senate-bill/1933,"101st Congress (1989-1990)","Benjamin Franklin Memorial Fire Service Bill of Rights Act","Heinz, John [Sen.-R-PA] (Introduced 11/20/1989)",Republican,11/20/1989,"Senate - Commerce, Science, and Transportation","Message on Senate action sent to the House.",10/27/1990,"Specter, Arlen [Sen.-R-PA]","D'Amato, Alfonse [Sen.-R-NY]","Wilson, Pete [Sen.-R-CA]","McCain, John [Sen.-R-AZ]","Coats, Daniel [Sen.-R-IN]","Lugar, Richard G. [Sen.-R-IN]","Heflin, Howell [Sen.-D-AL]","Durenberger, Dave [Sen.-R-MN]","Dixon, Alan J. [Sen.-D-IL]","Grassley, Chuck [Sen.-R-IA]","Symms, Steven D. [Sen.-R-ID]","Lautenberg, Frank R. [Sen.-D-NJ]","Gore, Albert, Jr. [Sen.-D-TN]","Bryan, Richard H. [Sen.-D-NV]","Biden, Joseph R., Jr. [Sen.-D-DE]","Burdick, Quentin N. [Sen.-D-ND]","Domenici, Pete V. [Sen.-R-NM]","DeConcini, Dennis [Sen.-D-AZ]","Matsunaga, Spark M. [Sen.-D-HI]","Hatch, Orrin G. [Sen.-R-UT]","Murkowski, Frank H. [Sen.-R-AK]","Harkin, Tom [Sen.-D-IA]","Kerry, John F. [Sen.-D-MA]","Robb, Charles S. [Sen.-D-VA]","Burns, Conrad R. [Sen.-R-MT]","Inouye, Daniel K. [Sen.-D-HI]","Warner, John [Sen.-R-VA]","Sanford, Terry [Sen.-D-NC]","Cranston, Alan [Sen.-D-CA]","Hatfield, Mark O. [Sen.-R-OR]","Leahy, Patrick J. [Sen.-D-VT]","Pell, Claiborne [Sen.-D-RI]","Roth Jr., William V. [Sen.-R-DE]","Moynihan, Daniel Patrick [Sen.-D-NY]","Chafee, John H. [Sen.-R-RI]","Bradley, Bill [Sen.-D-NJ]","Boschwitz, Rudy [Sen.-R-MN]","Simpson, Alan K. [Sen.-R-WY]","McClure, James A. [Sen.-R-ID]","Packwood, Bob [Sen.-R-OR]","Akaka, Daniel K. [Sen.-D-HI]","Hollings, Ernest F. [Sen.-D-SC]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,Burns,"Coins and coinage","Communicable diseases",Computers,"District of Columbia","Emergency Management","Executive reorganization","Fire departments","Fire fighters","Fire prevention",Fires,"Government publicity","Government trust funds","Information services","Monuments and memorials",Museums,"Occupational health and safety",Pennsylvania,Scholarships,"Surplus government property",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.3587,,,CRS,,,"02/22/1990 For Further Action See H.R.4098.",,,"<p>Benjamin Franklin Memorial Fire Service Bill of Rights Act - <b>Title I:  Minting of Benjamin Franklin National Memorial Commemorative Coin</b> - Benjamin Franklin National Memorial Commemorative Coin Act - Provides for the sale of Benjamin Franklin commemorative coins at a surcharge of which 25 percent shall be paid to the Benjamin Franklin National Memorial and the remainder be distributed in specified percentages to the National Fire Center and Museum Account, the National Hero Scholarship Account, the Firefighter's Tuition Assistance Account, the Hazardous Materials Response Computer Account, the In Search of Excellence Research and Education Account, and the Burn Research Grant Account of the Firefighter Assistance Trust Fund (Fund).  Prohibits the issuance of such coins from resulting in any net cost to the Federal Government. <p><b>Title II:  Fire Service Bill of Rights</b> - Fire Service Bill of Rights Act - Amends the Federal Fire Prevention and Control Act of 1974 to establish a fire service bill of rights. <p>Establishes the National Fire Center and Museum in the District of Columbia to provide information about the fire service and safety to the public and fire services.  Funds such museum exclusively through the Fund. <p>Establishes a National Hero Scholarship to fund the higher education of the children or spouse of a deceased firefighter. <p>Establishes a scholarship providing tuition assistance to firefighters for higher education in fire safety or protection. <p>Authorizes the Administrator of the United States Fire Administration to use amounts in the In Search of Excellence Research and Education Account of the Fund to fund other specified programs under the Fire Prevention and Control Act of 1974. <p>Establishes the Firefighter Assistance Trust Fund. <p>Places the National Academy for Fire Prevention and Control within the United States Fire Administration. <p>Directs the Administrator to use funds from the Hazardous Materials Response Computer Account of the fund to procure computer equipment for fire services that want such equipment. <p>Directs the Administrator to make a grant from the Burn Research Grant Account of the Fund to one national firefighter's burn foundation dedicated to reducing burn injuries. <p>Requires the Administrator to prepare and make available to State fire marshals, upon request, a manual describing Federal procedures for disposing of surplus property and highlighting how fire services could obtain such property.  Directs the Administrator to distribute to such marshals information on the infectious diseases to which firefighters are particularly vulnerable.",,,,,,
"S. 1932",https://www.congress.gov/bill/101st-congress/senate-bill/1932,"101st Congress (1989-1990)","A bill to amend Title IV of the Act of December 19, 1980 (94 Stat. 3227) to provide further relief to the Vermejo Conservancy District from its repayment obligation for the construction, operation, and maintenance of the Vermejo reclamation project, and for other purposes.","Domenici, Pete V. [Sen.-R-NM] (Introduced 11/20/1989)",Republican,11/20/1989,"Senate - Energy and Natural Resources","Committee on Energy and Natural Resources. Provisions of measure incorporated into measure H.R. 2567 ordered to be reported.",09/19/1990,"Bingaman, Jeff [Sen.-D-NM]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Government Operations and Politics","New Mexico","Reclamation of land","Water districts","Water Resources Development","Water supply",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,H.R.5137,H.R.2567,,CRS,Senate,,"10/05/1990 Provisions Included In H.R.2567.","10/27/1990 Message on Senate action sent to the House.",,"<p>Transfers all project facilities of the Vermejo reclamation project to the Vermejo Conservancy District, New Mexico.  Excludes from such transfer certain contractual land arrangements entered into between the Bureau of Reclamation and the Bureau of Sport Fisheries and Wildlife.",,,,,,
"S. 1931",https://www.congress.gov/bill/101st-congress/senate-bill/1931,"101st Congress (1989-1990)","Criminal Victims Protection Act of 1990","Danforth, John C. [Sen.-R-MO] (Introduced 11/20/1989)",Republican,11/20/1989,"House - Judiciary | Senate - Judiciary","Became Public Law No: 101-581.",11/15/1990,"Biden, Joseph R., Jr. [Sen.-D-DE]","Pell, Claiborne [Sen.-D-RI]","Thurmond, Strom [Sen.-R-SC]","Levin, Carl [Sen.-D-MI]","McCain, John [Sen.-R-AZ]","Grassley, Chuck [Sen.-R-IA]","DeConcini, Dennis [Sen.-D-AZ]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Bankruptcy,Claims,"Compensation for victims of crime","Debtor and creditor","Drug abuse","Drunk driving","Finance and Financial Sector","Traffic accidents and safety",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,"<p> Criminal Victims Protection Act of 1990 - Amends the Federal bankruptcy code to prohibit the bankruptcy court from granting a discharge to an individual debtor from any debt for:  (1) death or personal injury caused by the unlawful operation of a motor vehicle while the debtor was intoxicated from using alcohol, a drug, or another substance (removing the requirement under current law that the debt arise from a judgment or consent decree entered in a court of record against the debtor); and (2) restitution included in a sentence for a criminal conviction.",,,,,,
"S. 1927",https://www.congress.gov/bill/101st-congress/senate-bill/1927,"101st Congress (1989-1990)","A bill to provide for the employment, on a temporary basis, of certain Canadian citizens possessing technical and other skills.","Jeffords, James M. [Sen.-R-VT] (Introduced 11/19/1989)",Republican,11/19/1989,"Senate - Judiciary","Referred to Subcommittee on Immigration and Refugee Affairs.",12/11/1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Alien labor",Aliens,Canada,Immigration,"Labor statistics","Labor supply",Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,"<p>United States-Canada Job Opportunity Reciprocity Act - Provides for the temporary (four-year maximum) U.S. admission and employment of certain Canadian citizens possessing specified technical and other skills. <p>Directs the Secretary of Labor to collect statistical data regarding such admissions and to share it with the Government of Canada and U.S. agencies concerned with labor shortages.",,,,,,
"S. 1926",https://www.congress.gov/bill/101st-congress/senate-bill/1926,"101st Congress (1989-1990)","A bill to amend the Agricultural Act of 1949 to establish an acreage base and program yield system for the 1991 through 1995 crops of wheat, feed grain, upland cotton, extra long staple cotton, and rice that promotes agricultural competitiveness and planting flexibility, and for other purposes.","Lugar, Richard G. [Sen.-R-IN] (Introduced 11/19/1989)",Republican,11/19/1989,"Senate - Agriculture, Nutrition, and Forestry","Referred to Subcommittee on Agricultural Production.",01/17/1990,"Leahy, Patrick J. [Sen.-D-VT]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Agricultural economics","Agricultural price supports","Agriculture and Food",Cotton,"Feed grain program","International competitiveness",Oilseeds,Rice,Soybeans,Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,"<p>Agricultural Competitiveness and Planting Flexibility Act of 1990 - Amends the Agricultural Act of 1949 with regard to the 1991 through 1995 crops of wheat, feed grains, upland cotton, extra long staple cotton, and rice to establish a farm's normal crop acreage base as the average acreage for such crops and for soybeans, oilseeds, and industrial crops during the previous five years. <p>Bases crop payment bases on the 1990 crop acreage base. <p>Permits a producer to mix crop plantings as long as the total plantings do not exceed the farm's normal crop acreage base. <p>Expresses the sense of the Senate that the successor law to the Food Security Act of 1985 should embody principles of agricultural competitiveness, flexibility, and rural development.",,,,,,
"S. 1925",https://www.congress.gov/bill/101st-congress/senate-bill/1925,"101st Congress (1989-1990)","A bill to amend the Higher Education Act of 1965 to require colleges and universities to establish and disclose campus security policies and to inform students and employees of campus crime statistics, and for other purposes.","Specter, Arlen [Sen.-R-PA] (Introduced 11/19/1989)",Republican,11/19/1989,"Senate - Labor and Human Resources","Referred to Subcommittee on Education, Arts, Humanities.",01/12/1990,"Heinz, John [Sen.-R-PA]","Packwood, Bob [Sen.-R-OR]","D'Amato, Alfonse [Sen.-R-NY]","Shelby, Richard C. [Sen.-D-AL]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"Citizen participation in crime prevention",Colleges,"Community and college","Crime and Law Enforcement","Criminal justice information","Criminal statistics",Education,"Federal aid to higher education","Private police","Security measures","Student aid","Student loan funds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.3344,,,CRS,,,"05/15/1990 See H.R.1454.",,,"<p>Crime Awareness and Campus Security Act of 1989 - Amends the Higher Education Act of 1965 (the Act) to require, under specified student aid program participation agreements, each institution of higher education to certify that it: (1) has established a campus security policy; and (2) will submit an annual uniform crime report to the Federal Bureau of Investigation, as prescribed by the Attorney General. <p>Requires each eligible institution of higher education participating in any program under student assistance (title IV) provisions of the Act, to prepare, publish, and distribute to all current students and employees, and to any applicant for enrollment or employment, upon request, an annual report containing specified types of information with respect to its campus security policies and campus crime statistics.  Requires each such institution to make interim reports on specified types of crimes reported to campus security or local law enforcement authorities, and to distribute such reports to students and employees in a timely manner. <p>Directs the Secretary of Education periodically to survey campus security policies, procedures, and practices and disseminate information on those that have been effective in reducing campus crime.",,,,,,
"S. 1924",https://www.congress.gov/bill/101st-congress/senate-bill/1924,"101st Congress (1989-1990)","A bill to amend the Export Administration Act of 1979 to strengthen the efforts of the Government of the United States to control exports of missile equipment and technology.","Heinz, John [Sen.-R-PA] (Introduced 11/19/1989)",Republican,11/19/1989,"Senate - Banking, Housing, and Urban Affairs","Read twice and referred to the Committee on Banking.",11/19/1989,"Murkowski, Frank H. [Sen.-R-AK]","Conrad, Kent [Sen.-D-ND]","Lieberman, Joseph I. [Sen.-D-CT]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Arms sales","Ballistic missiles","Debarment of government contractors","Export controls","Foreign Trade and International Finance","Government procurement","Guided missiles","Import restrictions",Licenses,"Technology transfer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,"<p>Missile Equipment and Technology Control Act of 1989 - Amends the Export Administration Act of 1979 to set forth measures regarding control by the United States of the transfer of nuclear-capable missile equipment and technology. <p>Requires the President to deny the issuance of export licenses to or ban the importation of products from a foreign person that has exported or imported missile equipment and technology in violation of the Missile Technology Control Regime Annex.  Prohibits the U.S. Government from procuring goods and services from such persons, except in specified circumstances.",,,,,,
"S. 1921",https://www.congress.gov/bill/101st-congress/senate-bill/1921,"101st Congress (1989-1990)","A bill relating to the treatment and disposal of solid waste, authorizing States to regulate solid waste in interstate commerce, and for other purposes.","Coats, Daniel [Sen.-R-IN] (Introduced 11/18/1989)",Republican,11/18/1989,"Senate - Environment and Public Works","Read twice and referred to the Committee on Environment and Public Works.",11/18/1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Administrative procedure","Environmental Protection","Fines (Penalties)","Government paperwork","Interstate commerce","Refuse and refuse disposal","State laws","Transboundary pollution",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,"<p>Makes it unlawful to ship or transport any solid waste generated in a State into another State for treatment or disposal if such shipment or transportation is in violation of the laws of the recipient State. <p>Authorizes States to enact and enforce laws regulating the treatment and disposition of solid waste, including laws regulating the importation of such wastes into States. <p>Prescribes penalties for violations of this Act, including up to ten years' imprisonment for subsequent violations. <p>Requires the Administrator of the Environmental Protection Agency, by regulation, to require persons transporting or shipping more than 100 pounds of solid waste in interstate commerce to submit annual registration statements.  Directs the Administrator, upon request, to make such statements available to the public.",,,,,,
"S. 1920",https://www.congress.gov/bill/101st-congress/senate-bill/1920,"101st Congress (1989-1990)","A bill to amend the Fair Labor Standards Act of 1938 to permit any individual to construct any garment or craft item to be used for display purposes, and for other purposes.","Cochran, Thad [Sen.-R-MS] (Introduced 11/17/1989)",Republican,11/17/1989,"Senate - Labor and Human Resources","Committee on Labor and Human Resources requested executive comment from Department of Labor.",01/10/1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Clothing industry","Clothing workers",Handicraft,"Home labor","Hours of labor","Labor and Employment","Minimum wages","Retail trade",Standards,"Textile industry","Textile industry and fabrics",Wages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.3966,,,CRS,,,"02/28/1990 Referred to the Subcommittee on Labor Standards.",,,"<p>Amends the Fair Labor Standards Act of 1938 with respect to industrial homework to permit employers to hire any individual to construct, at any location, any garment or craft item for temporary display purposes at retail premises if the employer meets certain conditions.",,,,,,
"S. 1917",https://www.congress.gov/bill/101st-congress/senate-bill/1917,"101st Congress (1989-1990)","A bill to amend title II of the Social Security Act to provide for an improved benefit computation formula for workers who attain age 65 in or after 1982 and to whom applies the 5-year period of transition to the changes in benefit computation rules enacted in the Social Security Amendments of 1977 (and related beneficiaries) and to provide prospectively for increases in their benefits accordingly.","Heinz, John [Sen.-R-PA] (Introduced 11/17/1989)",Republican,11/17/1989,"Senate - Finance","Read twice and referred to the Committee on Finance.",11/17/1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Old age, survivors and disability insurance","Social Welfare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.181,,,CRS,,,"01/10/1989 Referred to the Subcommittee on Social Security.",,,"<p>Social Security Notch Act of 1989 - Amends title II (Old Age, Survivors and Disability Insurance) of the Social Security Act to alter the formula for computing the primary insurance amount of individuals who attain age 65 in or after 1982 and are subject to the benefit computation rules of the Social Security Amendments of 1977.",,,,,,
"S. 1913",https://www.congress.gov/bill/101st-congress/senate-bill/1913,"101st Congress (1989-1990)","A bill to require the use of child restraint systems on commercial aircraft.","Bond, Christopher S. [Sen.-R-MO] (Introduced 11/17/1989)",Republican,11/17/1989,"House - Public Works and Transportation | Senate - Commerce, Science, and Transportation","Referred to the Subcommittee on Aviation.",09/17/1990,"Danforth, John C. [Sen.-R-MO]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Aviation safety","Commercial aircraft","Equipment and supplies",Families,"International agencies","International cooperation","Seat belts","Transportation and Public Works",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.4025,,,CRS,,,"07/12/1990 Subcommittee Hearings Held.",,,"<p>Amends the Federal Aviation Act of 1958 to require the Administrator of the Federal Aviation Administration to issue regulations requiring the use of child safety restraint systems on commercial aircraft. <p>Expresses the sense of the Congress that the United States representative to the International Civil Aviation Organization should seek an international standard to require that passengers on civil aviation aircraft be restrained on takeoff and landing and when directed by the captain of such aircraft.",,,,,,
"S. 1906",https://www.congress.gov/bill/101st-congress/senate-bill/1906,"101st Congress (1989-1990)","A bill to authorize the Secretary of the Interior to construct, operate, and maintain a water treatment plant for the purpose of treating water discharged from the Anaconda Mines near Butte, Montana, in order to meet water quality standards, and for other purposes.","Burns, Conrad R. [Sen.-R-MT] (Introduced 11/17/1989)",Republican,11/17/1989,"Senate - Energy and Natural Resources","Committee on Energy and Natural Resources requested executive comment from Environmental Protection Agency, Department of the Interior, and Office of Management and Budget.",12/14/1989,"Baucus, Max [Sen.-D-MT]","McClure, James A. [Sen.-R-ID]","Gorton, Slade [Sen.-R-WA]","Symms, Steven D. [Sen.-R-ID]","Wirth, Timothy [Sen.-D-CO]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"Environmental Protection","Mine wastes","Mine water","Mines and mineral resources",Montana,Standards,"Water quality","Water treatment plants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,"<p>Anaconda Mines Drainage Treatment Act of 1989 - Directs the Secretary of the Interior to construct and maintain a water treatment plant to ensure that water flowing from Anaconda Mine sites near Butte, Montana, meet water quality standards. Provides that such plant shall be designed to treat the quantity and quality of effluent historically discharged from the Anaconda Mines. <p>Authorizes the Secretary to operate and maintain the plant and perform sludge disposal directly or through contract with public or private entities. <p>Authorizes appropriations.",,,,,,
"S. 1903",https://www.congress.gov/bill/101st-congress/senate-bill/1903,"101st Congress (1989-1990)","A bill to amend the Public Health Service Act to establish Federal standards to ensure quality assurance in private sector drug testing programs, and for other purposes.","Hatch, Orrin G. [Sen.-R-UT] (Introduced 11/17/1989)",Republican,11/17/1989,"Senate - Labor and Human Resources","Read twice and referred to the Committee on Labor and Human Resources.",11/17/1989,"Boren, David L. [Sen.-D-OK]","DeConcini, Dennis [Sen.-D-AZ]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Drug abuse","Drug testing",Drugs,"Drugs and athletes","Drugs and employment","Employee rights","Federal preemption",Health,Licenses,"Medical laboratories","Professional sports",Toxicology,Urinalysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,"<p>Quality Assurance in the Private Sector Drug Testing Act of 1989 - Amends the Public Health Service Act to prohibit performing toxicological analysis in connection with a drug testing program unless certified. <p>Directs the Secretary of Health and Human Services to establish a program for certifying laboratories for performing drug tests, with annual review of certification criteria. <p>Requires an employer, as a condition of maintaining a drug testing program, to establish a written anti-drug abuse policy and a drug-free awareness program. <p>Declares that nothing in this Act prohibits an employer from requiring a drug test of applicants and, in certain circumstances, employees. <p>Sets forth certain employee protections, including requiring several types of notice and prohibiting: (1) subject to exception, adverse action based on unconfirmed results; and (2) retaliation for exercise of an employee right. <p>Prohibits disclosure of test results, except in specified circumstances. <p>Declares that nothing in this Act prohibits an employer from:  (1) taking action necessary to ensure a safe workplace; (2) taking action necessary, including termination, in certain circumstances; (3) requiring certain employees to participate in a treatment program; or (4) refusing to place or reinstate an employee with a confirmed positive test in a sensitive position. <p>Directs the Secretary to establish a program for the certification of laboratories for the performance of toxicological urinalysis conducted for drug testing programs.  Requires the certification program to be enforced under the procedures and sanctions in specified provisions relating to the licensing of clinical laboratories. <p>Sets forth procedures for employee complaints of unlawful discharge or discrimination.  Directs the Secretary, on a finding of a violation of this Act, to provide relief as the Secretary determines appropriate, including reinstatement, promotion, and the payment of lost wages and benefits.  Makes the rights and remedies in these provisions the exclusive rights and remedies for any violation of this Act. Declares the good faith compliance of an employer with the standards and procedures of this Act to constitute an affirmative defense. <p>Declares that this Act does not require an employer to establish a drug testing program or make employment decisions based on test results. <p>Declares that this Act preempts any State or local law or regulation, but does not prohibit the Secretary of Transportation or the Nuclear Regulatory Commission from issuing regulations on drug and alcohol testing. <p>Allows professional athletes to be treated as sensitive employees, except that they are not covered by provisions prohibiting disclosure of test results.",,,,,,
